timestamp,station_name,input_count,output_count,current_in_line_passengers,line_number,crowed_time_rate,is_crowed_station,is_weekend,is_holiday
2024-01-01 08:24:00,Heravi,12,14,26,Line2,1.2,False,1,1
2024-01-01 08:30:00,Basij,0,26,0,Line2,1.2,False,1,1
2024-01-01 08:00:00,Sattari,35,0,35,Line3,1.2,False,1,1
2024-01-01 08:06:00,Valiasr,9,14,30,Line3,1.2,True,1,1
2024-01-01 08:12:00,Jahad,18,15,33,Line3,1.2,False,1,1
2024-01-01 08:18:00,Beheshti,15,19,29,Line3,1.2,False,1,1
2024-01-01 08:24:00,Heravi,11,5,35,Line3,1.2,False,1,1
2024-01-01 08:30:00,Ghaem,0,35,0,Line3,1.2,False,1,1
2024-01-01 08:00:00,Azadi,34,0,34,Line4,1.2,False,1,1
2024-01-01 08:06:00,Theather,8,18,24,Line4,1.2,True,1,1
2024-01-01 08:12:00,ferdowsi,13,7,30,Line4,1.2,False,1,1
2024-01-01 08:18:00,Dowlat,13,16,27,Line4,1.2,True,1,1
2024-01-01 08:24:00,Shemiran,14,12,29,Line4,1.2,False,1,1
2024-01-01 08:30:00,Booali,0,29,0,Line4,1.2,False,1,1
2024-01-01 08:30:00,Tajrish,30,0,30,Line1,1.2,True,1,1
2024-01-01 08:36:00,Shariati,11,6,35,Line1,1.2,False,1,1
2024-01-01 08:42:00,Beheshti,16,16,35,Line1,1.2,False,1,1
2024-01-01 08:48:00,Dowlat,13,16,32,Line1,1.2,True,1,1
2024-01-01 08:54:00,Mohamadieh,12,18,26,Line1,1.2,True,1,1
2024-01-01 09:00:00,Kahrizak,0,26,0,Line1,1.2,False,1,1
2024-01-01 08:30:00,Sanat,22,0,22,Line2,1.2,False,1,1
2024-01-01 08:36:00,Valiasr,13,10,25,Line2,1.2,True,1,1
2024-01-01 08:42:00,Theather,15,15,25,Line2,1.2,True,1,1
2024-01-01 08:48:00,Mohamadieh,12,12,25,Line2,1.2,True,1,1
2024-01-01 08:54:00,Heravi,9,10,24,Line2,1.2,False,1,1
2024-01-01 09:00:00,Basij,0,24,0,Line2,1.2,False,1,1
2024-01-01 08:30:00,Sattari,36,0,36,Line3,1.2,False,1,1
2024-01-01 08:36:00,Valiasr,9,21,24,Line3,1.2,True,1,1
2024-01-01 08:42:00,Jahad,14,10,28,Line3,1.2,False,1,1
2024-01-01 08:48:00,Beheshti,9,16,21,Line3,1.2,False,1,1
2024-01-01 08:54:00,Heravi,12,4,29,Line3,1.2,False,1,1
2024-01-01 09:00:00,Ghaem,0,29,0,Line3,1.2,False,1,1
2024-01-01 08:30:00,Azadi,34,0,34,Line4,1.2,False,1,1
2024-01-01 08:36:00,Theather,10,28,16,Line4,1.2,True,1,1
2024-01-01 08:42:00,ferdowsi,14,9,21,Line4,1.2,False,1,1
2024-01-01 08:48:00,Dowlat,13,16,18,Line4,1.2,True,1,1
2024-01-01 08:54:00,Shemiran,13,12,19,Line4,1.2,False,1,1
2024-01-01 09:00:00,Booali,0,19,0,Line4,1.2,False,1,1
2024-01-01 09:00:00,Tajrish,27,0,27,Line1,1.2,True,1,1
2024-01-01 09:06:00,Shariati,9,5,31,Line1,1.2,False,1,1
2024-01-01 09:12:00,Beheshti,16,25,22,Line1,1.2,False,1,1
2024-01-01 09:18:00,Dowlat,16,18,20,Line1,1.2,True,1,1
2024-01-01 09:24:00,Mohamadieh,10,20,10,Line1,1.2,True,1,1
2024-01-01 09:30:00,Kahrizak,0,10,0,Line1,1.2,False,1,1
2024-01-01 09:00:00,Sanat,30,0,30,Line2,1.2,False,1,1
2024-01-01 09:06:00,Valiasr,15,12,33,Line2,1.2,True,1,1
2024-01-01 09:12:00,Theather,10,22,21,Line2,1.2,True,1,1
2024-01-01 09:18:00,Mohamadieh,12,15,18,Line2,1.2,True,1,1
2024-01-01 09:24:00,Heravi,13,5,26,Line2,1.2,False,1,1
2024-01-01 09:30:00,Basij,0,26,0,Line2,1.2,False,1,1
2024-01-01 09:00:00,Sattari,38,0,38,Line3,1.2,False,1,1
2024-01-01 09:06:00,Valiasr,8,20,26,Line3,1.2,True,1,1
2024-01-01 09:12:00,Jahad,6,6,26,Line3,1.2,False,1,1
2024-01-01 09:18:00,Beheshti,11,14,23,Line3,1.2,False,1,1
2024-01-01 09:24:00,Heravi,11,9,25,Line3,1.2,False,1,1
2024-01-01 09:30:00,Ghaem,0,25,0,Line3,1.2,False,1,1
2024-01-01 09:00:00,Azadi,34,0,34,Line4,1.2,False,1,1
2024-01-01 09:06:00,Theather,8,18,24,Line4,1.2,True,1,1
2024-01-01 09:12:00,ferdowsi,17,11,30,Line4,1.2,False,1,1
2024-01-01 09:18:00,Dowlat,22,12,40,Line4,1.2,True,1,1
2024-01-01 09:24:00,Shemiran,21,8,53,Line4,1.2,False,1,1
2024-01-01 09:30:00,Booali,0,53,0,Line4,1.2,False,1,1
2024-01-01 09:30:00,Tajrish,40,0,40,Line1,1.2,True,1,1
2024-01-01 09:36:00,Shariati,13,9,44,Line1,1.2,False,1,1
2024-01-01 09:42:00,Beheshti,12,15,41,Line1,1.2,False,1,1
2024-01-01 09:48:00,Dowlat,8,17,32,Line1,1.2,True,1,1
2024-01-01 09:54:00,Mohamadieh,12,20,24,Line1,1.2,True,1,1
2024-01-01 10:00:00,Kahrizak,0,24,0,Line1,1.2,False,1,1
2024-01-01 09:30:00,Sanat,30,0,30,Line2,1.2,False,1,1
2024-01-01 09:36:00,Valiasr,12,13,29,Line2,1.2,True,1,1
2024-01-01 09:42:00,Theather,14,17,26,Line2,1.2,True,1,1
2024-01-01 09:48:00,Mohamadieh,7,11,22,Line2,1.2,True,1,1
2024-01-01 09:54:00,Heravi,7,13,16,Line2,1.2,False,1,1
2024-01-01 10:00:00,Basij,0,16,0,Line2,1.2,False,1,1
2024-01-01 09:30:00,Sattari,37,0,37,Line3,1.2,False,1,1
2024-01-01 09:36:00,Valiasr,14,12,39,Line3,1.2,True,1,1
2024-01-01 09:42:00,Jahad,15,3,51,Line3,1.2,False,1,1
2024-01-01 09:48:00,Beheshti,14,13,52,Line3,1.2,False,1,1
2024-01-01 09:54:00,Heravi,17,9,60,Line3,1.2,False,1,1
2024-01-01 10:00:00,Ghaem,0,60,0,Line3,1.2,False,1,1
2024-01-01 09:30:00,Azadi,24,0,24,Line4,1.2,False,1,1
2024-01-01 09:36:00,Theather,25,18,31,Line4,1.2,True,1,1
2024-01-01 09:42:00,ferdowsi,17,12,36,Line4,1.2,False,1,1
2024-01-01 09:48:00,Dowlat,9,20,25,Line4,1.2,True,1,1
2024-01-01 09:54:00,Shemiran,12,6,31,Line4,1.2,False,1,1
2024-01-01 10:00:00,Booali,0,31,0,Line4,1.2,False,1,1
2024-01-01 10:00:00,Tajrish,44,0,44,Line1,1.2,True,1,1
2024-01-01 10:06:00,Shariati,9,11,42,Line1,1.2,False,1,1
2024-01-01 10:12:00,Beheshti,9,25,26,Line1,1.2,False,1,1
2024-01-01 10:18:00,Dowlat,16,21,21,Line1,1.2,True,1,1
2024-01-01 10:24:00,Mohamadieh,12,21,12,Line1,1.2,True,1,1
2024-01-01 10:30:00,Kahrizak,0,12,0,Line1,1.2,False,1,1
2024-01-01 10:00:00,Sanat,48,0,48,Line2,1.2,False,1,1
2024-01-01 10:06:00,Valiasr,12,9,51,Line2,1.2,True,1,1
2024-01-01 10:12:00,Theather,8,13,46,Line2,1.2,True,1,1
2024-01-01 10:18:00,Mohamadieh,7,13,40,Line2,1.2,True,1,1
2024-01-01 10:24:00,Heravi,8,15,33,Line2,1.2,False,1,1
2024-01-01 10:30:00,Basij,0,33,0,Line2,1.2,False,1,1
2024-01-01 10:00:00,Sattari,38,0,38,Line3,1.2,False,1,1
2024-01-01 10:06:00,Valiasr,11,26,23,Line3,1.2,True,1,1
2024-01-01 10:12:00,Jahad,10,7,26,Line3,1.2,False,1,1
2024-01-01 10:18:00,Beheshti,10,20,16,Line3,1.2,False,1,1
2024-01-01 10:24:00,Heravi,8,14,10,Line3,1.2,False,1,1
2024-01-01 10:30:00,Ghaem,0,10,0,Line3,1.2,False,1,1
2024-01-01 10:00:00,Azadi,39,0,39,Line4,1.2,False,1,1
2024-01-01 10:06:00,Theather,14,16,37,Line4,1.2,True,1,1
2024-01-01 10:12:00,ferdowsi,17,8,46,Line4,1.2,False,1,1
2024-01-01 10:18:00,Dowlat,6,14,38,Line4,1.2,True,1,1
2024-01-01 10:24:00,Shemiran,10,16,32,Line4,1.2,False,1,1
2024-01-01 10:30:00,Booali,0,32,0,Line4,1.2,False,1,1
2024-01-01 10:30:00,Tajrish,32,0,32,Line1,1.2,True,1,1
2024-01-01 10:36:00,Shariati,11,14,29,Line1,1.2,False,1,1
2024-01-01 10:42:00,Beheshti,12,22,19,Line1,1.2,False,1,1
2024-01-01 10:48:00,Dowlat,12,19,12,Line1,1.2,True,1,1
2024-01-01 10:54:00,Mohamadieh,11,12,11,Line1,1.2,True,1,1
2024-01-01 11:00:00,Kahrizak,0,11,0,Line1,1.2,False,1,1
2024-01-01 10:30:00,Sanat,32,0,32,Line2,1.2,False,1,1
2024-01-01 10:36:00,Valiasr,10,19,23,Line2,1.2,True,1,1
2024-01-01 10:42:00,Theather,22,16,29,Line2,1.2,True,1,1
2024-01-01 10:48:00,Mohamadieh,8,15,22,Line2,1.2,True,1,1
2024-01-01 10:54:00,Heravi,15,13,24,Line2,1.2,False,1,1
2024-01-01 11:00:00,Basij,0,24,0,Line2,1.2,False,1,1
2024-01-01 10:30:00,Sattari,27,0,27,Line3,1.2,False,1,1
2024-01-01 10:36:00,Valiasr,12,20,19,Line3,1.2,True,1,1
2024-01-01 10:42:00,Jahad,15,5,29,Line3,1.2,False,1,1
2024-01-01 10:48:00,Beheshti,12,16,25,Line3,1.2,False,1,1
2024-01-01 10:54:00,Heravi,13,4,34,Line3,1.2,False,1,1
2024-01-01 11:00:00,Ghaem,0,34,0,Line3,1.2,False,1,1
2024-01-01 10:30:00,Azadi,41,0,41,Line4,1.2,False,1,1
2024-01-01 10:36:00,Theather,7,14,34,Line4,1.2,True,1,1
2024-01-01 10:42:00,ferdowsi,17,8,43,Line4,1.2,False,1,1
2024-01-01 10:48:00,Dowlat,11,15,39,Line4,1.2,True,1,1
2024-01-01 10:54:00,Shemiran,12,11,40,Line4,1.2,False,1,1
2024-01-01 11:00:00,Booali,0,40,0,Line4,1.2,False,1,1
2024-01-01 11:00:00,Tajrish,32,0,32,Line1,1.2,True,1,1
2024-01-01 11:06:00,Shariati,17,14,35,Line1,1.2,False,1,1
2024-01-01 11:12:00,Beheshti,15,22,28,Line1,1.2,False,1,1
2024-01-01 11:18:00,Dowlat,19,23,24,Line1,1.2,True,1,1
2024-01-01 11:24:00,Mohamadieh,13,17,20,Line1,1.2,True,1,1
2024-01-01 11:30:00,Kahrizak,0,20,0,Line1,1.2,False,1,1
2024-01-01 11:00:00,Sanat,28,0,28,Line2,1.2,False,1,1
2024-01-01 11:06:00,Valiasr,8,14,22,Line2,1.2,True,1,1
2024-01-01 11:12:00,Theather,15,16,21,Line2,1.2,True,1,1
2024-01-01 11:18:00,Mohamadieh,10,21,10,Line2,1.2,True,1,1
2024-01-01 11:24:00,Heravi,18,7,21,Line2,1.2,False,1,1
2024-01-01 11:30:00,Basij,0,21,0,Line2,1.2,False,1,1
2024-01-01 11:00:00,Sattari,38,0,38,Line3,1.2,False,1,1
2024-01-01 11:06:00,Valiasr,11,16,33,Line3,1.2,True,1,1
2024-01-01 11:12:00,Jahad,12,11,34,Line3,1.2,False,1,1
2024-01-01 11:18:00,Beheshti,13,16,31,Line3,1.2,False,1,1
2024-01-01 11:24:00,Heravi,15,5,41,Line3,1.2,False,1,1
2024-01-01 11:30:00,Ghaem,0,41,0,Line3,1.2,False,1,1
2024-01-01 11:00:00,Azadi,37,0,37,Line4,1.2,False,1,1
2024-01-01 11:06:00,Theather,11,16,32,Line4,1.2,True,1,1
2024-01-01 11:12:00,ferdowsi,16,14,34,Line4,1.2,False,1,1
2024-01-01 11:18:00,Dowlat,10,14,30,Line4,1.2,True,1,1
2024-01-01 11:24:00,Shemiran,12,8,34,Line4,1.2,False,1,1
2024-01-01 11:30:00,Booali,0,34,0,Line4,1.2,False,1,1
2024-01-01 11:30:00,Tajrish,28,0,28,Line1,1.2,True,1,1
2024-01-01 11:36:00,Shariati,12,13,27,Line1,1.2,False,1,1
2024-01-01 11:42:00,Beheshti,12,11,28,Line1,1.2,False,1,1
2024-01-01 11:48:00,Dowlat,9,28,9,Line1,1.2,True,1,1
2024-01-01 11:54:00,Mohamadieh,13,9,13,Line1,1.2,True,1,1
2024-01-01 12:00:00,Kahrizak,0,13,0,Line1,1,False,1,1
2024-01-01 11:30:00,Sanat,24,0,24,Line2,1.2,False,1,1
2024-01-01 11:36:00,Valiasr,12,24,12,Line2,1.2,True,1,1
2024-01-01 11:42:00,Theather,20,12,20,Line2,1.2,True,1,1
2024-01-01 11:48:00,Mohamadieh,11,16,15,Line2,1.2,True,1,1
2024-01-01 11:54:00,Heravi,8,10,13,Line2,1.2,False,1,1
2024-01-01 12:00:00,Basij,0,13,0,Line2,1,False,1,1
2024-01-01 11:30:00,Sattari,32,0,32,Line3,1.2,False,1,1
2024-01-01 11:36:00,Valiasr,8,23,17,Line3,1.2,True,1,1
2024-01-01 11:42:00,Jahad,4,4,17,Line3,1.2,False,1,1
2024-01-01 11:48:00,Beheshti,10,13,14,Line3,1.2,False,1,1
2024-01-01 11:54:00,Heravi,11,14,11,Line3,1.2,False,1,1
2024-01-01 12:00:00,Ghaem,0,11,0,Line3,1,False,1,1
2024-01-01 11:30:00,Azadi,29,0,29,Line4,1.2,False,1,1
2024-01-01 11:36:00,Theather,9,17,21,Line4,1.2,True,1,1
2024-01-01 11:42:00,ferdowsi,10,11,20,Line4,1.2,False,1,1
2024-01-01 11:48:00,Dowlat,17,20,17,Line4,1.2,True,1,1
2024-01-01 11:54:00,Shemiran,6,6,17,Line4,1.2,False,1,1
2024-01-01 12:00:00,Booali,0,17,0,Line4,1,False,1,1
2024-01-01 12:00:00,Tajrish,38,0,38,Line1,1,True,1,1
2024-01-01 12:06:00,Shariati,11,8,41,Line1,1,False,1,1
2024-01-01 12:12:00,Beheshti,12,19,34,Line1,1,False,1,1
2024-01-01 12:18:00,Dowlat,12,17,29,Line1,1,True,1,1
2024-01-01 12:24:00,Mohamadieh,7,13,23,Line1,1,True,1,1
2024-01-01 12:30:00,Kahrizak,0,23,0,Line1,1,False,1,1
2024-01-01 12:00:00,Sanat,38,0,38,Line2,1,False,1,1
2024-01-01 12:06:00,Valiasr,9,21,26,Line2,1,True,1,1
2024-01-01 12:12:00,Theather,12,14,24,Line2,1,True,1,1
2024-01-01 12:18:00,Mohamadieh,12,23,13,Line2,1,True,1,1
2024-01-01 12:24:00,Heravi,21,11,23,Line2,1,False,1,1
2024-01-01 12:30:00,Basij,0,23,0,Line2,1,False,1,1
2024-01-01 12:00:00,Sattari,29,0,29,Line3,1,False,1,1
2024-01-01 12:06:00,Valiasr,13,16,26,Line3,1,True,1,1
2024-01-01 12:12:00,Jahad,17,5,38,Line3,1,False,1,1
2024-01-01 12:18:00,Beheshti,15,13,40,Line3,1,False,1,1
2024-01-01 12:24:00,Heravi,15,9,46,Line3,1,False,1,1
2024-01-01 12:30:00,Ghaem,0,46,0,Line3,1,False,1,1
2024-01-01 12:00:00,Azadi,45,0,45,Line4,1,False,1,1
2024-01-01 12:06:00,Theather,13,19,39,Line4,1,True,1,1
2024-01-01 12:12:00,ferdowsi,10,15,34,Line4,1,False,1,1
2024-01-01 12:18:00,Dowlat,11,12,33,Line4,1,True,1,1
2024-01-01 12:24:00,Shemiran,15,13,35,Line4,1,False,1,1
2024-01-01 12:30:00,Booali,0,35,0,Line4,1,False,1,1
2024-01-01 12:30:00,Tajrish,26,0,26,Line1,1,True,1,1
2024-01-01 12:36:00,Shariati,17,10,33,Line1,1,False,1,1
2024-01-01 12:42:00,Beheshti,16,23,26,Line1,1,False,1,1
2024-01-01 12:48:00,Dowlat,5,18,13,Line1,1,True,1,1
2024-01-01 12:54:00,Mohamadieh,14,13,14,Line1,1,True,1,1
2024-01-01 13:00:00,Kahrizak,0,14,0,Line1,1,False,1,1
2024-01-01 12:30:00,Sanat,54,0,54,Line2,1,False,1,1
2024-01-01 12:36:00,Valiasr,11,18,47,Line2,1,True,1,1
2024-01-01 12:42:00,Theather,10,4,53,Line2,1,True,1,1
2024-01-01 12:48:00,Mohamadieh,16,14,55,Line2,1,True,1,1
2024-01-01 12:54:00,Heravi,11,13,53,Line2,1,False,1,1
2024-01-01 13:00:00,Basij,0,53,0,Line2,1,False,1,1
2024-01-01 12:30:00,Sattari,37,0,37,Line3,1,False,1,1
2024-01-01 12:36:00,Valiasr,8,19,26,Line3,1,True,1,1
2024-01-01 12:42:00,Jahad,8,9,25,Line3,1,False,1,1
2024-01-01 12:48:00,Beheshti,13,13,25,Line3,1,False,1,1
2024-01-01 12:54:00,Heravi,12,7,30,Line3,1,False,1,1
2024-01-01 13:00:00,Ghaem,0,30,0,Line3,1,False,1,1
2024-01-01 12:30:00,Azadi,33,0,33,Line4,1,False,1,1
2024-01-01 12:36:00,Theather,11,23,21,Line4,1,True,1,1
2024-01-01 12:42:00,ferdowsi,8,21,8,Line4,1,False,1,1
2024-01-01 12:48:00,Dowlat,6,8,6,Line4,1,True,1,1
2024-01-01 12:54:00,Shemiran,14,6,14,Line4,1,False,1,1
2024-01-01 13:00:00,Booali,0,14,0,Line4,1,False,1,1
2024-01-01 13:00:00,Tajrish,38,0,38,Line1,1,True,1,1
2024-01-01 13:06:00,Shariati,7,11,34,Line1,1,False,1,1
2024-01-01 13:12:00,Beheshti,13,17,30,Line1,1,False,1,1
2024-01-01 13:18:00,Dowlat,14,15,29,Line1,1,True,1,1
2024-01-01 13:24:00,Mohamadieh,12,20,21,Line1,1,True,1,1
2024-01-01 13:30:00,Kahrizak,0,21,0,Line1,1,False,1,1
2024-01-01 13:00:00,Sanat,29,0,29,Line2,1,False,1,1
2024-01-01 13:06:00,Valiasr,7,17,19,Line2,1,True,1,1
2024-01-01 13:12:00,Theather,15,18,16,Line2,1,True,1,1
2024-01-01 13:18:00,Mohamadieh,16,12,20,Line2,1,True,1,1
2024-01-01 13:24:00,Heravi,13,11,22,Line2,1,False,1,1
2024-01-01 13:30:00,Basij,0,22,0,Line2,1,False,1,1
2024-01-01 13:00:00,Sattari,41,0,41,Line3,1,False,1,1
2024-01-01 13:06:00,Valiasr,10,17,34,Line3,1,True,1,1
2024-01-01 13:12:00,Jahad,15,13,36,Line3,1,False,1,1
2024-01-01 13:18:00,Beheshti,14,16,34,Line3,1,False,1,1
2024-01-01 13:24:00,Heravi,17,7,44,Line3,1,False,1,1
2024-01-01 13:30:00,Ghaem,0,44,0,Line3,1,False,1,1
2024-01-01 13:00:00,Azadi,21,0,21,Line4,1,False,1,1
2024-01-01 13:06:00,Theather,11,21,11,Line4,1,True,1,1
2024-01-01 13:12:00,ferdowsi,17,10,18,Line4,1,False,1,1
2024-01-01 13:18:00,Dowlat,10,14,14,Line4,1,True,1,1
2024-01-01 13:24:00,Shemiran,14,4,24,Line4,1,False,1,1
2024-01-01 13:30:00,Booali,0,24,0,Line4,1,False,1,1
2024-01-01 13:30:00,Tajrish,24,0,24,Line1,1,True,1,1
2024-01-01 13:36:00,Shariati,8,9,23,Line1,1,False,1,1
2024-01-01 13:42:00,Beheshti,12,19,16,Line1,1,False,1,1
